moe-glyph	231	wu	無
moe-glyph	160	juan	身
moe-glyph	461	pao	跑
moe-glyph	257	li	理
moe-glyph	37	gu	家
moe-glyph	314	ba	八
moe-glyph	545	bing	病
moe-glyph	880	lang	郎
moe-glyph	296	zhao	照
moe-glyph	516	ke	克
moe-glyph	658	xu	需
moe-glyph	214	mei	每
moe-glyph	374	jiu	九
moe-glyph	95	tou	頭
moe-glyph	402	qu	曲
moe-glyph	509	pa	怕
moe-glyph	978	zhi	值
moe-glyph	971	ke	殼
moe-glyph	2	yi	一
moe-glyph	254	shu	樹
moe-glyph	532	niu	牛
zh-dev-full	謝	xie	謝
zh-dev-full	可	ke	可
zh-dev-full	位置	weizhi	位置
zh-dev-full	好玩	haowan	好玩
zh-dev-full	大多	daduo	大多
zh-dev-full	南曲	nanqu	南曲
zh-dev-full	外界	waijie	外界
zh-dev-full	癌	ai	癌
zh-dev-full	錯誤	cuowu	錯誤
zh-dev-full	電話	dianhua	電話
zh-dev-full	洞察	dongcha	洞察
zh-dev-full	器材	qicai	器材
zh-dev-full	戰役	zhanyi	戰役
zh-dev-full	寺	si	寺
zh-dev-full	念珠	nianzhu	念珠
zh-dev-full	盛大	shengda	盛大
zh-dev-full	保障	baozhang	保障
zh-dev-full	試點	shidian	試點
zh-dev-full	抱	bao	抱
zh-dev-full	加上	jiashang	加上
zh-dev-full	貴	gui	貴
zh-dev-full	協助	xiezhu	協助
zh-dev-full	配合	peihe	配合
zh-dev-full	佔	zhan	佔
zh-dev-full	命名	mingming	命名
zh-dev-full	貢獻	gongxian	貢獻
zh-dev-full	哈爾濱	haerbin	哈爾濱
zh-dev-full	教會	jiaohui	教會
zh-dev-full	壓迫	yapo	壓迫
zh-dev-full	符	fu	符
zh-dev-full	交	jiao	交
zh-dev-full	教	jiao	教
zh-dev-initial	大眾	dz	大眾
zh-dev-initial	瑞士	rs	瑞士
zh-dev-initial	成立	cl	成立
zh-dev-initial	健	j	健
zh-dev-initial	漢	h	漢
zh-dev-initial	據	j	據
zh-dev-initial	番路	fl	番路
zh-dev-initial	舊	j	舊
zh-dev-initial	曲	q	曲
zh-dev-initial	未獲	wh	未獲
zh-dev-initial	溫室	ws	溫室
zh-dev-initial	雨後春筍	yhcs	雨後春筍
zh-dev-initial	在	z	在
zh-dev-initial	同年	tn	同年
zh-dev-initial	剛	g	剛
zh-dev-initial	裁減	cj	裁減
zh-dev-initial	天台	tt	天台
zh-dev-initial	生長	sz	生長
zh-dev-initial	大師	ds	大師
zh-dev-initial	獲得	hd	獲得
zh-dev-initial	信義	xy	信義
zh-dev-initial	措施	cs	措施
zh-dev-initial	賽	s	賽
zh-dev-initial	恐龍	kl	恐龍
zh-dev-initial	菽	s	菽
zh-dev-initial	勸說	qs	勸說
zh-dev-initial	比	b	比
zh-dev-initial	喝	h	喝
zh-dev-initial	遭遇	zy	遭遇
zh-dev-initial	詞性	cx	詞性
zh-dev-initial	化	h	化
zh-dev-initial	四方	sf	四方
zh-dev-mixed-left	山崖	shany	山崖
zh-dev-mixed-left	火	huo	火
zh-dev-mixed-left	明治	mingz	明治
zh-dev-mixed-left	事故	shig	事故
zh-dev-mixed-left	校區	xiaoq	校區
zh-dev-mixed-left	不久	buj	不久
zh-dev-mixed-left	洗車	xic	洗車
zh-dev-mixed-left	另加	lingj	另加
zh-dev-mixed-left	連	lian	連
zh-dev-mixed-left	十八	shib	十八
zh-dev-mixed-left	卵子	luanz	卵子
zh-dev-mixed-left	特色	tes	特色
zh-dev-mixed-left	愛斯基摩	aisjim	愛斯基摩
zh-dev-mixed-left	徵信	zhengx	徵信
zh-dev-mixed-left	任務	renw	任務
zh-dev-mixed-left	調查	diaoc	調查
zh-dev-mixed-left	小型	xiaox	小型
zh-dev-mixed-left	簡潔	jianj	簡潔
zh-dev-mixed-left	孟加拉	mengjla	孟加拉
zh-dev-mixed-left	聯會	lianh	聯會
zh-dev-mixed-left	事實	shis	事實
zh-dev-mixed-left	哥倫比亞	gelbiy	哥倫比亞
zh-dev-mixed-left	剩餘	shengy	剩餘
zh-dev-mixed-left	溫室	wens	溫室
zh-dev-mixed-left	多少	duos	多少
zh-dev-mixed-left	部隊	bud	部隊
zh-dev-mixed-left	大師	das	大師
zh-dev-mixed-left	小區	xiaoq	小區
zh-dev-mixed-left	本區	benq	本區
zh-dev-mixed-left	全力	quanl	全力
zh-dev-mixed-left	採取	caiq	採取
zh-dev-mixed-left	尚	shang	尚
zh-dev-mixed-right	天	t	天
zh-dev-mixed-right	除	c	除
zh-dev-mixed-right	韶	s	韶
zh-dev-mixed-right	資格	zge	資格
zh-dev-mixed-right	看台	ktai	看台
zh-dev-mixed-right	著迷	zmi	著迷
zh-dev-mixed-right	偷竊	tqie	偷竊
zh-dev-mixed-right	設施	sshi	設施
zh-dev-mixed-right	也是	yshi	也是
zh-dev-mixed-right	併入	bru	併入
zh-dev-mixed-right	反例	fli	反例
zh-dev-mixed-right	關閉	gbi	關閉
zh-dev-mixed-right	立陶宛	ltaow	立陶宛
zh-dev-mixed-right	山崖	syai	山崖
zh-dev-mixed-right	任務	rwu	任務
zh-dev-mixed-right	奪回	dhui	奪回
zh-dev-mixed-right	接客	jke	接客
zh-dev-mixed-right	地質	dzhi	地質
zh-dev-mixed-right	雅	y	雅
zh-dev-mixed-right	陸軍	ljun	陸軍
zh-dev-mixed-right	秦	q	秦
zh-dev-mixed-right	列	l	列
zh-dev-mixed-right	關係	gxi	關係
zh-dev-mixed-right	國軍	gjun	國軍
zh-dev-mixed-right	廢棄	fqi	廢棄
zh-dev-mixed-right	順應	sying	順應
zh-dev-mixed-right	商店	sdian	商店
zh-dev-mixed-right	遲遲	cchi	遲遲
zh-dev-mixed-right	率領	sling	率領
zh-dev-mixed-right	試點	sdian	試點
zh-dev-mixed-right	座椅	zyi	座椅
zh-dev-mixed-right	尚	s	尚
zh-test-full	具有	juyou	具有
zh-test-full	敵人	diren	敵人
zh-test-full	演員	yanyuan	演員
zh-test-full	斷續	duanxu	斷續
zh-test-full	歸宿	guisu	歸宿
zh-test-full	調查	diaocha	調查
zh-test-full	尋找	xunzhao	尋找
zh-test-full	大嘴鳥	dazuiniao	大嘴鳥
zh-test-full	宋代	songdai	宋代
zh-test-full	缺少	queshao	缺少
zh-test-full	成立	chengli	成立
zh-test-full	養女	yangnv	養女
zh-test-full	供奉	gongfeng	供奉
zh-test-full	地勢	dishi	地勢
zh-test-full	保險	baoxian	保險
zh-test-full	不止	buzhi	不止
zh-test-full	住房	zhufang	住房
zh-test-full	待到	daidao	待到
zh-test-full	升上	shengshang	升上
zh-test-full	改名	gaiming	改名
zh-test-full	冬天	dongtian	冬天
zh-test-full	馬來西亞	malaixiya	馬來西亞
zh-test-full	轉換	zhuanhuan	轉換
zh-test-full	西邊	xibian	西邊
zh-test-full	島	dao	島
zh-test-full	逼	bi	逼
zh-test-full	須	xu	須
zh-test-full	很久	henjiu	很久
zh-test-full	曹	cao	曹
zh-test-full	對號	duihao	對號
zh-test-full	他	ta	他
zh-test-full	設立	sheli	設立
zh-test-initial	舍利	sl	舍利
zh-test-initial	小型	xx	小型
zh-test-initial	確定	qd	確定
zh-test-initial	廣州	gz	廣州
zh-test-initial	爭奪	zd	爭奪
zh-test-initial	任務	rw	任務
zh-test-initial	孤立	gl	孤立
zh-test-initial	萬用	wy	萬用
zh-test-initial	擔任	dr	擔任
zh-test-initial	該黨	gd	該黨
zh-test-initial	例如	lr	例如
zh-test-initial	報告	bg	報告
zh-test-initial	奇	j	奇
zh-test-initial	雜誌	zz	雜誌
zh-test-initial	中東	zd	中東
zh-test-initial	委員	wy	委員
zh-test-initial	再	z	再
zh-test-initial	換	h	換
zh-test-initial	洲	z	洲
zh-test-initial	音樂	yy	音樂
zh-test-initial	女真	nz	女真
zh-test-initial	首相	sx	首相
zh-test-initial	精心	jx	精心
zh-test-initial	勤務	qw	勤務
zh-test-initial	標語	by	標語
zh-test-initial	需求	xq	需求
zh-test-initial	廢除	fc	廢除
zh-test-initial	據	j	據
zh-test-initial	狀況	zk	狀況
zh-test-initial	天后	th	天后
zh-test-initial	按照	az	按照
zh-test-initial	她	t	她
zh-test-mixed-left	石頭	shit	石頭
zh-test-mixed-left	設計	shej	設計
zh-test-mixed-left	項	xiang	項
zh-test-mixed-left	飛地	feid	飛地
zh-test-mixed-left	離子	liz	離子
zh-test-mixed-left	廟	miao	廟
zh-test-mixed-left	骨肉	gur	骨肉
zh-test-mixed-left	冰川	bingc	冰川
zh-test-mixed-left	養女	yangn	養女
zh-test-mixed-left	尼赫魯	nihlu	尼赫魯
zh-test-mixed-left	認為	renw	認為
zh-test-mixed-left	詹姆斯	zhanmsi	詹姆斯
zh-test-mixed-left	重建	chongj	重建
zh-test-mixed-left	品系	pinx	品系
zh-test-mixed-left	草本	caob	草本
zh-test-mixed-left	地中	diz	地中
zh-test-mixed-left	崇拜	chongb	崇拜
zh-test-mixed-left	鎮壓	zheny	鎮壓
zh-test-mixed-left	更名	gengm	更名
zh-test-mixed-left	陵寢	lingq	陵寢
zh-test-mixed-left	比賽	bis	比賽
zh-test-mixed-left	民眾	minz	民眾
zh-test-mixed-left	缺少	ques	缺少
zh-test-mixed-left	詞	ci	詞
zh-test-mixed-left	簽訂	qiand	簽訂
zh-test-mixed-left	鳥類	niaol	鳥類
zh-test-mixed-left	對話	duih	對話
zh-test-mixed-left	而且	erq	而且
zh-test-mixed-left	長篇	changp	長篇
zh-test-mixed-left	檢閱	jiany	檢閱
zh-test-mixed-left	棵	ke	棵
zh-test-mixed-left	記載	jiz	記載
zh-test-mixed-right	出名	cming	出名
zh-test-mixed-right	某種	mzhong	某種
zh-test-mixed-right	相關	xguan	相關
zh-test-mixed-right	手工	sgong	手工
zh-test-mixed-right	率	l	率
zh-test-mixed-right	城郊	cjiao	城郊
zh-test-mixed-right	但	d	但
zh-test-mixed-right	接客	jke	接客
zh-test-mixed-right	早	z	早
zh-test-mixed-right	直接	zjie	直接
zh-test-mixed-right	幢	c	幢
zh-test-mixed-right	特色	tse	特色
zh-test-mixed-right	好	h	好
zh-test-mixed-right	公共	ggong	公共
zh-test-mixed-right	湖北	hbei	湖北
zh-test-mixed-right	佈置	bzhi	佈置
zh-test-mixed-right	其中	qzhong	其中
zh-test-mixed-right	理想	lxiang	理想
zh-test-mixed-right	凡爾賽	fers	凡爾賽
zh-test-mixed-right	形象	xxiang	形象
zh-test-mixed-right	火	h	火
zh-test-mixed-right	軌道	gdao	軌道
zh-test-mixed-right	任務	rwu	任務
zh-test-mixed-right	摩天	mtian	摩天
zh-test-mixed-right	翌年	ynian	翌年
zh-test-mixed-right	人家	rjia	人家
zh-test-mixed-right	入伙	rhuo	入伙
zh-test-mixed-right	出	c	出
zh-test-mixed-right	推出	tchu	推出
zh-test-mixed-right	洗	x	洗
zh-test-mixed-right	顯赫	xhe	顯赫
zh-test-mixed-right	館	g	館
