en-dev	36	the interim governing council issued a communique saying it is a proof of the emptiness of the israeli authority and a destruction of the peace endeavors in the region	the interim governing council issued a communique saying it is a proof of the emptiness of the israeli authority and a destruction of the peace endeavors in the region
en-dev	37	this operation would only consolidate the terrorist acts in the world and would not bring peace to the region the message claimed	this operation would only consolidate the terrorist acts in the world and would not bring peace to the region the message claimed
en-dev	38	xinhua alleged that many of the iraqis who suffer the american occupation of iraq relate their case with that of the palestinian people under the israeli occupation	xinhua alleged that many of the iraqis who suffer the american occupation of iraq relate their case with that of the palestinian people under the israeli occupation
en-dev	39	in an apparently unrelated incidents some eleven iraqis were killed by snipers on tuesday including a group of police trainees in a bus near hilla and two police in kirkuk	in an apparently unrelated incidents some eleven iraqis were killed by snipers on tuesday including a group of police trainees in a bus near hilla and two police in kirkuk
en-dev	40	ever since the first whispers about google's ipo most investors have feared that the stock would come public at such a ridiculously high price that even with a spectacularly profitable business model and some nearly flawless execution the price would be too high for investors to make a real profit	ever since the first whispers about google's ipo most investors have feared that the stock would come public at such a ridiculously high price that even with a spectacularly profitable business model and some nearly flawless execution the price would be too high for investors to make a real profit
en-dev	41	we've moved on	we've moved on
en-dev	42	we've grown up	we've grown up
en-dev	43	now people wonder if google can even survive	now people wonder if google can even survive
en-dev	44	that's overstating it i know	that's overstating it i know
en-dev	45	what they wonder is whether google can be anything more than what it's always been a great search engine with some real grass roots support successful by the grace of simplicity	what they wonder is whether google can be anything more than what it's always been a great search engine with some real grass roots support successful by the grace of simplicity
en-dev	46	simplicity gave it that blessed laudatory lack of clutter the efficient and effective text based ads and the support of anyone with a dial up connection	simplicity gave it that blessed laudatory lack of clutter the efficient and effective text based ads and the support of anyone with a dial up connection
en-dev	47	the problem is that customers attracted by a simple interface are among the least loyal you can find witness the fight for fewest features between low end camera companies	the problem is that customers attracted by a simple interface are among the least loyal you can find witness the fight for fewest features between low end camera companies
en-dev	48	the other problem	the other problem
en-dev	49	it's tough to make money branching out when your appeal is in your focus	it's tough to make money branching out when your appeal is in your focus
en-dev	50	as the survey cited in the above linked article shows most google users don't intend to use gmail and google isn't even as popular as yahoo and aol	as the survey cited in the above linked article shows most google users don't intend to use gmail and google isn't even as popular as yahoo and aol
en-dev	51	if they continue to add features so they can justify their likely sky high valuation google risks losing a huge chunk of their customer base to the next keep it simple search engine	if they continue to add features so they can justify their likely sky high valuation google risks losing a huge chunk of their customer base to the next keep it simple search engine
en-dev	52	remember when a whole lot of people had to die because a swedish newspaper printed those cartoons of the prophet mohammed	remember when a whole lot of people had to die because a swedish newspaper printed those cartoons of the prophet mohammed
en-dev	53	now iran wants to turn the tables and is inviting cartoonists to do their best by depicting the holocaust	now iran wants to turn the tables and is inviting cartoonists to do their best by depicting the holocaust
en-dev	54	amazingly these idiots think a cartoon of mohammed is comparable to what we can expect in this new fun contest	amazingly these idiots think a cartoon of mohammed is comparable to what we can expect in this new fun contest
en-dev	55	tehran afp	tehran afp
en-dev	56	an international contest of cartoons on the holocaust opened in tehran in response to the publication in western papers last september of caricatures of the prophet mohammed	an international contest of cartoons on the holocaust opened in tehran in response to the publication in western papers last september of caricatures of the prophet mohammed
en-dev	57	we staged this fair to explore the limits of freedom westerners believe in masoud shojai head of the country's iran cartoon association and the fair organizer said	we staged this fair to explore the limits of freedom westerners believe in masoud shojai head of the country's iran cartoon association and the fair organizer said
en-dev	58	they can freely write anything they like about our prophet but if one raises doubts about the holocaust he is either fined or sent to prison he added	they can freely write anything they like about our prophet but if one raises doubts about the holocaust he is either fined or sent to prison he added
en-dev	59	though we do not deny that fact that jews were killed in the second world war why should the palestinians pay for it	though we do not deny that fact that jews were killed in the second world war why should the palestinians pay for it
en-dev	60	shojai told the opening ceremony of the month long fair in tehran's palestine contemporary art museum	shojai told the opening ceremony of the month long fair in tehran's palestine contemporary art museum
en-dev	61	he added that around cartoons were submitted by participants from more than countries and that more than are on show	he added that around cartoons were submitted by participants from more than countries and that more than are on show
en-dev	62	he said the top three cartoons will be announced on september with the winners being awarded prizes of and dollars respectively	he said the top three cartoons will be announced on september with the winners being awarded prizes of and dollars respectively
en-dev	63	this cute little stunt is only going to prove just how fanatic the extremist muslims are	this cute little stunt is only going to prove just how fanatic the extremist muslims are
en-dev	64	when they saw a cartoon of their prophet people had to die	when they saw a cartoon of their prophet people had to die
en-dev	65	when their precious cartoons are released i highly doubt it will look like the end of the world	when their precious cartoons are released i highly doubt it will look like the end of the world
en-dev	66	us marines moved into most of fallujah on wednesday though they were still meeting pockets of resistance	us marines moved into most of fallujah on wednesday though they were still meeting pockets of resistance
en-dev	67	the fallujah fighting has killed fair numbers of iraqi noncombatants including shaikh abdul wahhab al janabi of the respected association of muslim scholars	the fallujah fighting has killed fair numbers of iraqi noncombatants including shaikh abdul wahhab al janabi of the respected association of muslim scholars
en-dev	68	armed clashes broke out in several northern iraqi cities on wednesday leaving some persons dead in mosul baiji and tuz	armed clashes broke out in several northern iraqi cities on wednesday leaving some persons dead in mosul baiji and tuz
en-dev	69	hundreds of persons mounted demonstrations against the fallujah campaign in tikrit and huwaijah as well according to az zaman	hundreds of persons mounted demonstrations against the fallujah campaign in tikrit and huwaijah as well according to az zaman
en-dev	70	the battles and demonstrations were provoked by the us assault on fallujah	the battles and demonstrations were provoked by the us assault on fallujah
en-dev	71	guerrillas threatened to assassinate prime minister iyad allawi and minister of defense hazem shaalan in retaliation for the attack	guerrillas threatened to assassinate prime minister iyad allawi and minister of defense hazem shaalan in retaliation for the attack
en-dev	72	allawi's aged cousin and the man's wife and daughter in law were abducted and guerrillas threaten to behead them if the fallujah compaign is not stopped	allawi's aged cousin and the man's wife and daughter in law were abducted and guerrillas threaten to behead them if the fallujah compaign is not stopped
en-dev	73	in iraqi society pm allawi is responsible for protecting his clan including especially his first cousins so this kidnapping makes him look weak and brings substantial shame on him	in iraqi society pm allawi is responsible for protecting his clan including especially his first cousins so this kidnapping makes him look weak and brings substantial shame on him
en-dev	74	the us marines took most of fallujah wednesday but still face pockets of resistance	the us marines took most of fallujah wednesday but still face pockets of resistance
en-dev	75	if samarra and other cities are any guide those pockets of resistance could go on bedeviling the us for some time to come	if samarra and other cities are any guide those pockets of resistance could go on bedeviling the us for some time to come
en-dev	76	the intrepid ed wong of the nyt has more on the sunni boycott of the elections	the intrepid ed wong of the nyt has more on the sunni boycott of the elections
en-dev	77	he reports that the iraqi islamic party which had earlier been absolutely committed to getting out the sunni vote is now wavering and saying their position will depend on the situation	he reports that the iraqi islamic party which had earlier been absolutely committed to getting out the sunni vote is now wavering and saying their position will depend on the situation
en-dev	78	the outbreak of demonstrations and violence throughout the sunni arab regions on wednesday did not bode well for sunni participation in the january elections	the outbreak of demonstrations and violence throughout the sunni arab regions on wednesday did not bode well for sunni participation in the january elections
en-dev	79	jim lobe has more on the political implications of the fallujah assault both in iraq and in washington	jim lobe has more on the political implications of the fallujah assault both in iraq and in washington
en-dev	80	for some black satire on fallujah see unconfirmed sources which has some fun with my weblog	for some black satire on fallujah see unconfirmed sources which has some fun with my weblog
en-dev	81	am at a conference and can't blog much right now but will try to catch up the next couple of days	am at a conference and can't blog much right now but will try to catch up the next couple of days
en-dev	82	the hottest item on christmas wish lists this year is nuclear weapons	the hottest item on christmas wish lists this year is nuclear weapons
en-dev	83	al qaeda wants them iran wants them russia wants the better ones and all the us wants is to give them all a piece of coal	al qaeda wants them iran wants them russia wants the better ones and all the us wants is to give them all a piece of coal
en-dev	84	for the last few years there have been tensions with iran's nuclear program with word coming this week that a deal was reached through the european union that meets with the approval of the international atomic energy agency	for the last few years there have been tensions with iran's nuclear program with word coming this week that a deal was reached through the european union that meets with the approval of the international atomic energy agency
en-dev	85	at the same time an iranian opposition group released what they call proof of a covert nuclear weapons program	at the same time an iranian opposition group released what they call proof of a covert nuclear weapons program
en-dev	86	arial photos loose connections to aq kahn and libya make up the evidence that the group presented	arial photos loose connections to aq kahn and libya make up the evidence that the group presented
en-dev	87	russia also announced that it was seeking and building the best nukes the world's ever seen	russia also announced that it was seeking and building the best nukes the world's ever seen
en-dev	88	president vladimir putin said russia is will have new nuclear weapons that other countries do not and will not have	president vladimir putin said russia is will have new nuclear weapons that other countries do not and will not have
en-dev	89	with the demand so high the question arises on to who should be or has the right to be the santa of nuclear weapons	with the demand so high the question arises on to who should be or has the right to be the santa of nuclear weapons
en-dev	90	right now that seems to be the us eu and iaea	right now that seems to be the us eu and iaea
en-dev	91	but not always do those three agree and not always are their decisions equal	but not always do those three agree and not always are their decisions equal
en-dev	92	the us has strongly opposed a nuclear weapons program of iran yet israel which to this day has never officially said that they posses nuclear weapons ranks around fifth in nuclear strength	the us has strongly opposed a nuclear weapons program of iran yet israel which to this day has never officially said that they posses nuclear weapons ranks around fifth in nuclear strength
en-dev	93	it is estimated that israel has over nuclear weapons yet neither the us nor any of her allies expresses the slightest concern	it is estimated that israel has over nuclear weapons yet neither the us nor any of her allies expresses the slightest concern
en-dev	94	north korea's kim jong ill also has the bomb at the top of his list and santa seems to have already come a few years ago	north korea's kim jong ill also has the bomb at the top of his list and santa seems to have already come a few years ago
en-dev	95	it is rumored that north korea has at least a couple nuclear weapons	it is rumored that north korea has at least a couple nuclear weapons
en-dev	96	but getting past who should get them is who has them and who is really close	but getting past who should get them is who has them and who is really close
en-dev	97	the case against iran has a feeling of d j vu	the case against iran has a feeling of d j vu
en-dev	98	arial photos of the lab were uranium is being enriched somewhat like those of chemical weapons stockpiles in iraq	arial photos of the lab were uranium is being enriched somewhat like those of chemical weapons stockpiles in iraq
en-dev	99	america cried wolf in iraq and what's scary is that sooner or later that wolf will probably get us	america cried wolf in iraq and what's scary is that sooner or later that wolf will probably get us
en-dev	100	i ran across this item on the internet	i ran across this item on the internet
en-dev	101	sooooo	sooooo
en-dev	102	the united states goes into a war zone and evacuates a bunch of u s citizens most of whom were dual citizens	the united states goes into a war zone and evacuates a bunch of u s citizens most of whom were dual citizens
en-dev	103	then eschewing normal procedure the department of state waived the fees that they charge for evacuating u s citizen	then eschewing normal procedure the department of state waived the fees that they charge for evacuating u s citizen
en-dev	104	why	why
en-dev	105	to pander to the mythical arab street of course	to pander to the mythical arab street of course
en-dev	106	now i would argue that one could have reasonably predicted that some form of military violence was likely to occur in lebanon considering that the country has been experiencing some form of conflict for approximately the last years	now i would argue that one could have reasonably predicted that some form of military violence was likely to occur in lebanon considering that the country has been experiencing some form of conflict for approximately the last years
en-dev	107	in other words those americans were there by their own choice mired in a situation that was totally predictable	in other words those americans were there by their own choice mired in a situation that was totally predictable
en-dev	108	yet we didn't charge them for the evacuation	yet we didn't charge them for the evacuation
en-dev	109	this is unlike the situation last year in asia when we evacuated u s citizens from areas that were hit by the tsunami a phenomenon that is much less predictable than the hezbollah provoked destruction that rained down on lebanon	this is unlike the situation last year in asia when we evacuated u s citizens from areas that were hit by the tsunami a phenomenon that is much less predictable than the hezbollah provoked destruction that rained down on lebanon
en-dev	110	and what do we get for this effort	and what do we get for this effort
en-dev	111	a lawsuit	a lawsuit
en-dev	112	that's right folks	that's right folks
en-dev	113	the american arab discrimination committee is suing condoleeza rice and donald rumsfeld charging that they mismanaged the evacuation efforts	the american arab discrimination committee is suing condoleeza rice and donald rumsfeld charging that they mismanaged the evacuation efforts
en-dev	114	here's an excerpt from the article	here's an excerpt from the article
en-dev	115	nina chahine who with her family was among the named plaintiffs in the lawsuit said her wedding in the southern city of tyre was set for july	nina chahine who with her family was among the named plaintiffs in the lawsuit said her wedding in the southern city of tyre was set for july
en-dev	116	the wedding had to be postponed as family members fled the outbreak of the war she said	the wedding had to be postponed as family members fled the outbreak of the war she said
en-dev	117	we were on the road and the first bridge was bombed and we drove home and all the other bridges were bombed and there was absolutely no way for us to get home chahine told reporters outside federal court in detroit	we were on the road and the first bridge was bombed and we drove home and all the other bridges were bombed and there was absolutely no way for us to get home chahine told reporters outside federal court in detroit
en-dev	118	we were all american citizens and there was no way that anybody helped us	we were all american citizens and there was no way that anybody helped us
en-dev	119	no communications nothing	no communications nothing
en-dev	120	i was on my way to my wedding fearing death basically	i was on my way to my wedding fearing death basically
en-dev	121	chahine said her immediate family spent about to return to detroit via syria and jordan	chahine said her immediate family spent about to return to detroit via syria and jordan
en-dev	122	dear nina	dear nina
en-dev	123	here's a tip don't get married in countries that house illegal militias that attack other countries and hence are likely to come under counter attack	here's a tip don't get married in countries that house illegal militias that attack other countries and hence are likely to come under counter attack
en-dev	124	crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making	crap like this sure makes me want to rush right out and rescue people from dilemmas of their own making
en-dev	125	though i am loathe to quote other writers at legnth in this space this little bit from dan froomkin's white house briefing column in the washpost today is just too good to pass up read the whole column here	though i am loathe to quote other writers at legnth in this space this little bit from dan froomkin's white house briefing column in the washpost today is just too good to pass up read the whole column here
en-dev	126	at the ask the president event on friday one of the questions was about whether bush has any thoughts about his memoirs	at the ask the president event on friday one of the questions was about whether bush has any thoughts about his memoirs
en-dev	127	this is one example of what happens when bush gets a question that he hasn't anticipated	this is one example of what happens when bush gets a question that he hasn't anticipated
en-dev	128	q thank you i was wondering there's a lot of talk right now about memoirs being written with the former president	q thank you i was wondering there's a lot of talk right now about memoirs being written with the former president
en-dev	129	after you are elected in what will your memoirs say about you what will the title be and what will the main theme say	after you are elected in what will your memoirs say about you what will the title be and what will the main theme say
en-dev	130	the president i appreciate that	the president i appreciate that
en-dev	131	laughter	laughter
en-dev	132	there is a painting on my wall in the oval first of all i don't know	there is a painting on my wall in the oval first of all i don't know
en-dev	133	i'm just speculating now	i'm just speculating now
en-dev	134	i really haven't thought about writing a book	i really haven't thought about writing a book
en-dev	135	my life is too complicated right now trying to do my job	my life is too complicated right now trying to do my job
en-dev	136	laughter	laughter
en-dev	137	but if there's a painting on the wall in the oval office that shows a horseman charging up a steep cliff and there are at least two other horsemen following	but if there's a painting on the wall in the oval office that shows a horseman charging up a steep cliff and there are at least two other horsemen following
en-dev	138	it's a western scene by a guy named w h s koerner called a charge to keep	it's a western scene by a guy named w h s koerner called a charge to keep
en-dev	139	it's on loan by the way from a guy named joe o'neill in midland texas	it's on loan by the way from a guy named joe o'neill in midland texas
en-dev	140	he was the person he and his wife jan introduced reintroduced me and laura in his backyard in july of	he was the person he and his wife jan introduced reintroduced me and laura in his backyard in july of
en-dev	141	four months later we were married	four months later we were married
en-dev	142	so he's got a i'm a decision maker and i can make good decisions	so he's got a i'm a decision maker and i can make good decisions
en-dev	143	applause	applause
en-dev	144	and so we sang this hymn this is a long story trying to get to your answer	and so we sang this hymn this is a long story trying to get to your answer
en-dev	145	laughter	laughter
en-dev	146	this is not a filibuster	this is not a filibuster
en-dev	147	laughter	laughter
en-dev	148	that's a senate term particularly on good judges	that's a senate term particularly on good judges
en-dev	149	applause	applause
en-dev	150	the hymn was sung at my first inaugural church service as governor	the hymn was sung at my first inaugural church service as governor
en-dev	151	laura and i are methodists	laura and i are methodists
en-dev	152	one of the wesley boys wrote the hymn	one of the wesley boys wrote the hymn
en-dev	153	the painting is based upon the hymn called a charge to keep	the painting is based upon the hymn called a charge to keep
en-dev	154	i have	i have
en-dev	155	the hymn talks about serving something greater than yourself in life	the hymn talks about serving something greater than yourself in life
en-dev	156	i which i try to do as best as i possibly can	i which i try to do as best as i possibly can
en-dev	157	applause	applause
en-dev	158	the book i guess one way one thing to think about it is one of the themes would be i was given a charge to keep	the book i guess one way one thing to think about it is one of the themes would be i was given a charge to keep
en-dev	159	and i gave it all my heart all my energy based upon principles that did not change once i got into the oval office	and i gave it all my heart all my energy based upon principles that did not change once i got into the oval office
en-dev	160	applause	applause
en-dev	161	now that's a rambling response	now that's a rambling response
en-dev	162	and i have to wonder did he forget that he already has a memoir called a charge to keep	and i have to wonder did he forget that he already has a memoir called a charge to keep
en-dev	163	that was the name of his autobiography ghost written by adviser karen hughes in	that was the name of his autobiography ghost written by adviser karen hughes in
en-dev	164	there has been random speculation about google developiong a new browser and or acquiring firefox	there has been random speculation about google developiong a new browser and or acquiring firefox
en-dev	165	it is true that google has been in acquisition mode	it is true that google has been in acquisition mode
en-dev	166	they have acquired urchin zipdash applied semantics picasa blogger and satellite imaging company keyhole so why not firefox	they have acquired urchin zipdash applied semantics picasa blogger and satellite imaging company keyhole so why not firefox
en-dev	167	i have no inside information but i have been following links today that strongly indicate that google is damn serious about securing permanent control of the leading edge browser technology in firefox	i have no inside information but i have been following links today that strongly indicate that google is damn serious about securing permanent control of the leading edge browser technology in firefox
en-dev	168	ben goodger is the lead engineer for mozilla firefox	ben goodger is the lead engineer for mozilla firefox
en-dev	169	he announced this in january	he announced this in january
en-dev	170	as of january my source of income changed from the mozilla foundation to google inc of mountain view california	as of january my source of income changed from the mozilla foundation to google inc of mountain view california
en-dev	171	my role with firefox and the mozilla project will remain largely unchanged i will continue doing much the same work as i have described above with the new goal of successful and releases	my role with firefox and the mozilla project will remain largely unchanged i will continue doing much the same work as i have described above with the new goal of successful and releases
en-dev	172	i remain devoted full time to the advancement of firefox the mozilla platform and web browsing in general	i remain devoted full time to the advancement of firefox the mozilla platform and web browsing in general
en-dev	173	he also announced this in january	he also announced this in january
en-dev	174	welcome darin	welcome darin
en-dev	175	i just want to extend a big welcome to darin darin fisher who joined me at google this week	i just want to extend a big welcome to darin darin fisher who joined me at google this week
en-dev	176	is going to rock	is going to rock
en-dev	177	darin fisher wrote this response on january	darin fisher wrote this response on january
en-dev	178	me and the big g	me and the big g
en-dev	179	following on the heels of ben's annoucement yesterday i thought i'd post that i have joined google as well	following on the heels of ben's annoucement yesterday i thought i'd post that i have joined google as well
en-dev	180	like ben i will still be very much involved with the mozilla project and community	like ben i will still be very much involved with the mozilla project and community
en-dev	181	posted by darin	posted by darin
en-dev	182	ben made another announcement on march	ben made another announcement on march
en-dev	183	i want to use this opportunity to welcome brian ryner to google	i want to use this opportunity to welcome brian ryner to google
en-dev	184	brian has been one of the most crucial elements to the success of mozilla software over the past few years	brian has been one of the most crucial elements to the success of mozilla software over the past few years
en-dev	185	great to have you on board	great to have you on board
en-dev	186	now none of this has been confirmed by google at the present time but it's an old adage that you follow the money to see who is behind something	now none of this has been confirmed by google at the present time but it's an old adage that you follow the money to see who is behind something
en-dev	187	in this case following the talent leads me to think that google will be making an announcement this year that formalizes the google mozilla firefox relationship	in this case following the talent leads me to think that google will be making an announcement this year that formalizes the google mozilla firefox relationship
en-dev	188	if you have not already seen the flash movie epic you should take a few minutes and view the future history of media as conceived by robin sloan and matt thompson with music by aaron mcleran	if you have not already seen the flash movie epic you should take a few minutes and view the future history of media as conceived by robin sloan and matt thompson with music by aaron mcleran
en-dev	189	in this movie google and amazon googlezon create a brave new world of media in	in this movie google and amazon googlezon create a brave new world of media in
en-dev	190	this is one thought provoking film	this is one thought provoking film
en-dev	191	every move google makes brings this particular future closer	every move google makes brings this particular future closer
en-dev	192	just one small commment it's not possible as far as i know for google to aquire firefox	just one small commment it's not possible as far as i know for google to aquire firefox
en-dev	193	they already have rights to take it alter it and release those changes to the world this is what the whole open source thing is about	they already have rights to take it alter it and release those changes to the world this is what the whole open source thing is about
en-dev	194	i'm inclined to say that google is doing what they can to both shape and support the growth of the most popular non microsoft browser out there by taking on the leading lights in firefox development they're ensuring the continued life of the project and ensuring not that i think they need to that their voice will be heard admidst the higher echelons of the firefox development team	i'm inclined to say that google is doing what they can to both shape and support the growth of the most popular non microsoft browser out there by taking on the leading lights in firefox development they're ensuring the continued life of the project and ensuring not that i think they need to that their voice will be heard admidst the higher echelons of the firefox development team
en-dev	195	it's this sort of enlightened self interest that keeps large open source projects alive	it's this sort of enlightened self interest that keeps large open source projects alive
en-dev	196	fascinating viewpoint of the future in epic	fascinating viewpoint of the future in epic
en-dev	197	thanks for the link	thanks for the link
en-dev	198	malach what you say makes sense	malach what you say makes sense
en-dev	199	acquiring open source talent gives a company an inexpensive way of influencing and anticipating the direction an open source project will go	acquiring open source talent gives a company an inexpensive way of influencing and anticipating the direction an open source project will go
en-dev	200	it probably gives more bang for the buck than acquiring a private company and having to handle the inevitable culture clashes and process mis matches	it probably gives more bang for the buck than acquiring a private company and having to handle the inevitable culture clashes and process mis matches
en-dev	201	the coalition decision to provoke a fight with muqtada al sadr's movement only three months before the coalition provisional authority goes out of business has to be seen as a form of gross incompetence in governance	the coalition decision to provoke a fight with muqtada al sadr's movement only three months before the coalition provisional authority goes out of business has to be seen as a form of gross incompetence in governance
en-dev	202	how did the cpa get to the point where it has turned even iraqi shiites who were initially grateful for the removal of saddam hussein against the united states	how did the cpa get to the point where it has turned even iraqi shiites who were initially grateful for the removal of saddam hussein against the united states
en-dev	203	where it risks fighting dual sunni arab and shiite insurgencies simultaneously at a time when us troops are rotating on a massive scale and hoping to downsize their forces in country	where it risks fighting dual sunni arab and shiite insurgencies simultaneously at a time when us troops are rotating on a massive scale and hoping to downsize their forces in country
en-dev	204	at a time when the spanish thai and other contingents are already committed to leaving and the un is reluctant to get involved	at a time when the spanish thai and other contingents are already committed to leaving and the un is reluctant to get involved
en-dev	205	one answer is that the pentagon prevented the state department from running the cpa	one answer is that the pentagon prevented the state department from running the cpa
en-dev	206	state is the body with experience in international affairs and administration	state is the body with experience in international affairs and administration
en-dev	207	the civilians in the department of defense only know how to blow things up	the civilians in the department of defense only know how to blow things up
en-dev	208	rumsfeld wolfowitz and feith staffed the cpa with neoconservatives most of whom had no administrative experience no arabic and no respect for muslim culture or knowledge about it	rumsfeld wolfowitz and feith staffed the cpa with neoconservatives most of whom had no administrative experience no arabic and no respect for muslim culture or knowledge about it
en-dev	209	they actively excluded state department iraq hands like tom warrick	they actively excluded state department iraq hands like tom warrick
en-dev	210	only recently have a few experienced state department arabists been allowed in to try to begin mopping up the mess	only recently have a few experienced state department arabists been allowed in to try to begin mopping up the mess
en-dev	211	the neocons in the cpa have all sorts of ulterior motives and social experiments they want to impose on the iraqi people including polish style economic shock therapy some sort of sweetheart deal for israel and maybe even breaking the country up into three parts	the neocons in the cpa have all sorts of ulterior motives and social experiments they want to impose on the iraqi people including polish style economic shock therapy some sort of sweetheart deal for israel and maybe even breaking the country up into three parts
