id	mode	source	genre	condition	raw	source_file	source_line	document	identity	source_role
01b2ef1112398d756aee7cadcf6abc8c91275468bddbb7ea3fa308ab6897645a	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	dongwu	docs/release-hardening/chat-inputs.tsv.gz	3641	g0v-file-line-6617	g0v-file-line-6617/2:4	reused-regression; original conversations unavailable
0218144600a2f2410d2848d9bf808ccbd33282150bb3fcc580f238fb6de04882	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	jixing	docs/release-hardening/chat-inputs.tsv.gz	3947	g0v-file-line-6904	g0v-file-line-6904/2:4	reused-regression; original conversations unavailable
0218e4a3d31d3e15c6f116f4ae3889cde00cfb2f8690691988c7019a07cce510	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	chaoguosanwuge	docs/release-hardening/chat-inputs.tsv.gz	3566	g0v-file-line-6972	g0v-file-line-6972/0:5	reused-regression; original conversations unavailable
028effdad0613a580a7b738f3e880c7e09d69f52619b488b6cca985d8afdc1f9	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	zaoyuwen	docs/release-hardening/chat-inputs.tsv.gz	2012	g0v-file-line-2142	g0v-file-line-2142/4:7	reused-regression; original conversations unavailable
0294c2f6e54e712b8117ca21910671d3071a2ef2485eb3cc9739b71aa59659d3	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	kaishui	docs/release-hardening/chat-inputs.tsv.gz	3812	g0v-file-line-415	g0v-file-line-415/5:7	reused-regression; original conversations unavailable
02bb6599324a1ae011f8cd62ae24a3c4c249d33513d09a432662ae4512c3d0eb	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	full	erlingyier	docs/release-hardening/chat-inputs.tsv.gz	3137	g0v-file-line-530	g0v-file-line-530/0:4	reused-regression; original conversations unavailable
00053dbfcf841f2f1df2dd053e36cee9d80b6a26357ec7d15fd7ed4b92ccba89	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	zwgk	docs/release-hardening/chat-inputs.tsv.gz	3051	g0v-file-line-7347	g0v-file-line-7347/0:4	reused-regression; original conversations unavailable
001019193158e3f6b31a9180c7d140205028878aeaf85f13c8fc051fb2ffb6b9	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	wdxz	docs/release-hardening/chat-inputs.tsv.gz	4026	g0v-file-line-7115	g0v-file-line-7115/0:4	reused-regression; original conversations unavailable
001fb805974f8f1f2061530e96ea597de3b908a7f87dd92d112e34765e4d6112	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	kyzy	docs/release-hardening/chat-inputs.tsv.gz	1746	g0v-file-line-8305	g0v-file-line-8305/0:4	reused-regression; original conversations unavailable
00266b8a3fae276ec2bbb3dd9959546c9c8ac625ccd6aefd50710ef17a3c21ec	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	lp	docs/release-hardening/chat-inputs.tsv.gz	852	g0v-file-line-3261	g0v-file-line-3261/0:2	reused-regression; original conversations unavailable
0087e9ff387b02e304f424bbaa8e9f7066b5aee18275de525ae5323c1ec0c149	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	rh	docs/release-hardening/chat-inputs.tsv.gz	1167	g0v-file-line-3225	g0v-file-line-3225/3:5	reused-regression; original conversations unavailable
00940255b64d66c374c60533ae0dae71633e10acf3b6530626f099c49583d619	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	bjs	docs/release-hardening/chat-inputs.tsv.gz	3534	g0v-file-line-6561	g0v-file-line-6561/3:6	reused-regression; original conversations unavailable
00981475407f2144f3f371f53ab67043bcc25b1f6e21eec769e1dcb6c0f3d311	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	yhxbn	docs/release-hardening/chat-inputs.tsv.gz	3255	g0v-file-line-567	g0v-file-line-567/1:6	reused-regression; original conversations unavailable
01626ac4130d3c07e1f12e324afe42857b5bfcb3b453ddc2a435236ea0fe56b4	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	tscdtp	docs/release-hardening/chat-inputs.tsv.gz	345	g0v-file-line-4299	g0v-file-line-4299/0:6	reused-regression; original conversations unavailable
01b11f1d30d4640ec48de4ef9e35c5d334ccb2325186e6ce37584c4e0e4aa898	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	ajhd	docs/release-hardening/chat-inputs.tsv.gz	3954	g0v-file-line-5234	g0v-file-line-5234/0:4	reused-regression; original conversations unavailable
01b50193ea1fdf6c31feb39c8c2defbd7752e2fa178fdc8c12bcad9ce16a9834	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	yx	docs/release-hardening/chat-inputs.tsv.gz	60	g0v-file-line-4699	g0v-file-line-4699/3:5	reused-regression; original conversations unavailable
01bcaf96eaf0e86277046279b474356f68f70ef075ddb4d346aa4f278427c981	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	dycsbj	docs/release-hardening/chat-inputs.tsv.gz	1209	g0v-file-line-3675	g0v-file-line-3675/0:6	reused-regression; original conversations unavailable
01d0dcfcf086ca3ee357688293ae3135df4e8e7db781014c2d7bad8605f23b37	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	gljyx	docs/release-hardening/chat-inputs.tsv.gz	57	g0v-file-line-4699	g0v-file-line-4699/0:5	reused-regression; original conversations unavailable
01e32aff4038cd9f0434ac592bce6e0c30c2b051901c180016f3d265364a4b5b	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	naw	docs/release-hardening/chat-inputs.tsv.gz	4293	g0v-file-line-6168	g0v-file-line-6168/1:4	reused-regression; original conversations unavailable
01e70e8663bd201c5a348132775ae6be5c5fedcd63b9c6dbdcce3e07c9bb06b6	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	hdlj	docs/release-hardening/chat-inputs.tsv.gz	2424	g0v-file-line-6449	g0v-file-line-6449/0:4	reused-regression; original conversations unavailable
02230be3f90ddf6cd198ad7363a0973b79bb02890ebfd4e36af862d55d2cd62a	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	ws	docs/release-hardening/chat-inputs.tsv.gz	1098	g0v-file-line-7257	g0v-file-line-7257/0:2	reused-regression; original conversations unavailable
02311037d6ea6111510822456331b55af399647bb29245ecd3f89f37f39a5bea	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	initials	js	docs/release-hardening/chat-inputs.tsv.gz	1365	g0v-file-line-7265	g0v-file-line-7265/7:9	reused-regression; original conversations unavailable
001d273cc2f11573f5b09692cd3e40ef3f6fe129d49fc04a7179bec15ed61938	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	rezyinfpiaopjih	docs/release-hardening/chat-inputs.tsv.gz	2578	g0v-file-line-6725	g0v-file-line-6725/0:8	reused-regression; original conversations unavailable
005a3e2b58bf1f0b247105c5c4810f35d6b8077d2a9210d5087b2efef411f836	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	wudfen	docs/release-hardening/chat-inputs.tsv.gz	3550	g0v-file-line-5857	g0v-file-line-5857/0:3	reused-regression; original conversations unavailable
00da463fd90748bdb23f50c4881d687e932510666ce5527ddec885478b92b3a2	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	zuztong	docs/release-hardening/chat-inputs.tsv.gz	1123	g0v-file-line-773	g0v-file-line-773/2:5	reused-regression; original conversations unavailable
00f7fd97677bbae201c25fda41cece6f827b169834598077d1cef6e893e16591	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	shigna	docs/release-hardening/chat-inputs.tsv.gz	2293	g0v-file-line-6697	g0v-file-line-6697/1:4	reused-regression; original conversations unavailable
012a2417ff307a3c284d54cfa8d3150ae18108f6481096936b9d5abc6567b9d1	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	dengf	docs/release-hardening/chat-inputs.tsv.gz	3556	g0v-file-line-5857	g0v-file-line-5857/1:3	reused-regression; original conversations unavailable
014cf7271ca43d0c45837d16eb330a1e238903c029c9725cad75114a73c64457	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	yongybeibnig	docs/release-hardening/chat-inputs.tsv.gz	4303	g0v-file-line-5542	g0v-file-line-5542/1:7	reused-regression; original conversations unavailable
0151beeaafec2499073014c61ce68277a41317f02bbb1f9b0eae3858930aa483	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	wombenlshinchang	docs/release-hardening/chat-inputs.tsv.gz	4414	g0v-file-line-4190	g0v-file-line-4190/0:7	reused-regression; original conversations unavailable
0164f321bcfe641376996d8d7d533d83888464c73a2784bfb7b34c7de18d6e8c	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	bug	docs/release-hardening/chat-inputs.tsv.gz	2746	g0v-file-line-6075	g0v-file-line-6075/0:2	reused-regression; original conversations unavailable
01776b2c42f8d7e8c2334a9c14684865395c93f55b2bd783ec24c3465ed758c8	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	luanp	docs/release-hardening/chat-inputs.tsv.gz	4228	g0v-file-line-8307	g0v-file-line-8307/0:2	reused-regression; original conversations unavailable
017ce4f12ddc01ccb7b9b34d78cddc4c390c11c2ee4b57db5c6204d32db67f2a	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	xianzxiaopyou	docs/release-hardening/chat-inputs.tsv.gz	217	g0v-file-line-1003	g0v-file-line-1003/0:5	reused-regression; original conversations unavailable
01b967446967453b8baddf42e69a67f46f1de112361d2c91b8961655eb28809d	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	neizbujribshi	docs/release-hardening/chat-inputs.tsv.gz	1138	g0v-file-line-7272	g0v-file-line-7272/0:7	reused-regression; original conversations unavailable
01e1bcfb9152f74ea8c9c0f833a3c2689b18a5ac82842aced52adf64d81ef36a	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	xuypiszhek	docs/release-hardening/chat-inputs.tsv.gz	319	g0v-file-line-6719	g0v-file-line-6719/0:6	reused-regression; original conversations unavailable
01e2363e7f256e8f0db376549b31c315485c44a87a654e2f6257f51876448239	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	huozlianxzi	docs/release-hardening/chat-inputs.tsv.gz	2803	g0v-file-line-8643	g0v-file-line-8643/0:5	reused-regression; original conversations unavailable
01fc8f29d861c2c41c3577eec8fb421573fc8f16a57d1ade364ed2bd0378ac5a	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	shizguo	docs/release-hardening/chat-inputs.tsv.gz	3319	g0v-file-line-7333	g0v-file-line-7333/2:5	reused-regression; original conversations unavailable
021488d9d9dacde0a8b43ee7b48b86f2b4ffcb11336eb98c923771f27cd963f8	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	zuijliansshangyhaodniaolxinw	docs/release-hardening/chat-inputs.tsv.gz	3271	g0v-file-line-8250	g0v-file-line-8250/0:12	reused-regression; original conversations unavailable
0289c564871c3e0ef8423c34e7f6ad86e760f6a72d1a4288ea55dce06bcc898c	chinese	moztw-g0v-edited	chat-derived-edited-excerpts	mixed	pinggrib	docs/release-hardening/chat-inputs.tsv.gz	3109	g0v-file-line-2270	g0v-file-line-2270/0:4	reused-regression; original conversations unavailable
004f28b07c40607f70833b51c6f3f1ad7f148b39e4b794e21f6d39b1d09c624f	chinese	zh-essay	essay	full	danshuiyu	docs/language-contract-benchmark/inputs.tsv	2464	knowledge/Nature/特有種.md	knowledge/Nature/特有種.md:38	reused-regression; upstream role not encoded in this TSV
00bd5c82043a9d7114ae4d2d8e4a1619c0df38bbcd60c3eb35130dcf37e99707	chinese	zh-essay	essay	full	jingjiribao	docs/language-contract-benchmark/inputs.tsv	2084	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md:761	reused-regression; upstream role not encoded in this TSV
00cf7c7523bcd8a7c8c647a8e902ddd65f14126e4aff90a9d8ac8ad28949cf9e	chinese	zh-essay	essay	full	nihekafei	docs/language-contract-benchmark/inputs.tsv	1569	knowledge/Food/台灣咖啡文化.md	knowledge/Food/台灣咖啡文化.md:34	reused-regression; upstream role not encoded in this TSV
01885b061f3b9d420c4838dfaed609b5da12dcd2048fd45668b2645b2939f933	chinese	zh-essay	essay	full	taiwanguanghua	docs/language-contract-benchmark/inputs.tsv	1964	knowledge/History/高雄加工出口區.md	knowledge/History/高雄加工出口區.md:309	reused-regression; upstream role not encoded in this TSV
033e4284d4054a69bd29f4c985b5286a066e613d3d731f5f757bd73a1f31f67d	chinese	zh-essay	essay	full	jinyunjiang	docs/language-contract-benchmark/inputs.tsv	2259	knowledge/Music/台灣民歌運動.md	knowledge/Music/台灣民歌運動.md:119	reused-regression; upstream role not encoded in this TSV
0358f0b7cfdc5884b3256ee47b27c0282b7fc5514b8fd5fffc6750ef8a02e429	chinese	zh-essay	essay	full	yiyaji	docs/language-contract-benchmark/inputs.tsv	2994	knowledge/Society/毒馬鈴薯認知作戰.md	knowledge/Society/毒馬鈴薯認知作戰.md:236	reused-regression; upstream role not encoded in this TSV
03e76557a1ebec4687a11773f53b670ad2d5872b60b6d19441747fcf132787ac	chinese	zh-essay	essay	full	songyuetingyushuangyunjiqiao	docs/language-contract-benchmark/inputs.tsv	2294	knowledge/Music/台灣嘻哈與饒舌發展.md	knowledge/Music/台灣嘻哈與饒舌發展.md:1086	reused-regression; upstream role not encoded in this TSV
043f84498b7f6afa821105d7e1ba66a0be661c7cf860a8e8bb246a3b7c9b936f	chinese	zh-essay	essay	full	wanmingleijizhucezhe	docs/language-contract-benchmark/inputs.tsv	3014	knowledge/Technology/均一教育平台.md	knowledge/Technology/均一教育平台.md:236	reused-regression; upstream role not encoded in this TSV
04b900d8a80dd338209df19af1bd7b256fbdcad6bcf57bd555a72c359c741a92	chinese	zh-essay	essay	full	tongnian	docs/language-contract-benchmark/inputs.tsv	2119	knowledge/Lifestyle/台灣機車文化.md	knowledge/Lifestyle/台灣機車文化.md:158	reused-regression; upstream role not encoded in this TSV
04d40149473d5d379cd3ac8f81603d5dd6f91d36b9d946491adba6b1c6749e82	chinese	zh-essay	essay	full	xiexiepingshen	docs/language-contract-benchmark/inputs.tsv	2529	knowledge/People/蕭敬騰.md	knowledge/People/蕭敬騰.md:59	reused-regression; upstream role not encoded in this TSV
05178c78f187f5311c9537010d1fa10aa28e76fe2228715cbca78d0eb0a09f84	chinese	zh-essay	essay	full	disi	docs/language-contract-benchmark/inputs.tsv	2909	knowledge/Society/手語視訊轉譯.md	knowledge/Society/手語視訊轉譯.md:31	reused-regression; upstream role not encoded in this TSV
0545c5f67bf877b5278f2701511a6b10a9e01ed2d2a8dbb9ba83177adb8ac4ed	chinese	zh-essay	essay	full	suiqingnian	docs/language-contract-benchmark/inputs.tsv	2594	knowledge/People/蕭敬騰.md	knowledge/People/蕭敬騰.md:15	reused-regression; upstream role not encoded in this TSV
064aed1bcca63d9f3a8db1d3e68ba9267bcd2b9ef82cca482173ae7305c3d7c1	chinese	zh-essay	essay	full	zhengfuguihuachenggong	docs/language-contract-benchmark/inputs.tsv	1984	knowledge/History/高雄加工出口區.md	knowledge/History/高雄加工出口區.md:264	reused-regression; upstream role not encoded in this TSV
06cd5b0114e3f4ce81a930b6e427f994feb476935f0e2af37bcd5a37ccf9b2b7	chinese	zh-essay	essay	full	wenhuazhengce	docs/language-contract-benchmark/inputs.tsv	2834	knowledge/Politics/九合一選舉是什麼.md	knowledge/Politics/九合一選舉是什麼.md:221	reused-regression; upstream role not encoded in this TSV
06d0121f84fd595f07a9c679fab18b2c2f0079b2542a34f22fdd1080c009e92d	chinese	zh-essay	essay	full	meilidao	docs/language-contract-benchmark/inputs.tsv	2264	knowledge/Music/台灣民歌運動.md	knowledge/Music/台灣民歌運動.md:280	reused-regression; upstream role not encoded in this TSV
07fe193ae80f8dc3149e5d4e71e7657a7e1ff8442fe61408dde81686f55748fb	chinese	zh-essay	essay	full	zongrukouwangzhan	docs/language-contract-benchmark/inputs.tsv	1489	knowledge/Economy/台灣國際貿易政策.md	knowledge/Economy/台灣國際貿易政策.md:286	reused-regression; upstream role not encoded in this TSV
0035a54ff07f6b789281e458ff30de3e5adf2b669f25eb884ccd1530f1e155de	chinese	zh-essay	essay	half	baod	docs/language-contract-benchmark/inputs.tsv	2705	knowledge/Politics/選舉過程.md	knowledge/Politics/選舉過程.md:160	reused-regression; upstream role not encoded in this TSV
006f6a4779da72b0eb14b27b27249a6977ea55241cbd354851816186f71dc942	chinese	zh-essay	essay	half	zhinengguanli	docs/language-contract-benchmark/inputs.tsv	2505	knowledge/Nature/特有種.md	knowledge/Nature/特有種.md:70	reused-regression; upstream role not encoded in this TSV
00e2fa7272c06a446c97ec0f203e2b2831a6491bbc488f8b086773b95ea9b459	chinese	zh-essay	essay	half	niansh	docs/language-contract-benchmark/inputs.tsv	2080	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md:317	reused-regression; upstream role not encoded in this TSV
0236b09f3e9e76ac13cd369e9d23295953b07df1baf849f4169247baac74a25d	chinese	zh-essay	essay	half	gongtong	docs/language-contract-benchmark/inputs.tsv	2925	knowledge/Society/毒馬鈴薯認知作戰.md	knowledge/Society/毒馬鈴薯認知作戰.md:983	reused-regression; upstream role not encoded in this TSV
02c5c677c331434f601bbd3b8dec78372e3681d571bb8e7469ed7d9548bc3709	chinese	zh-essay	essay	half	gao	docs/language-contract-benchmark/inputs.tsv	2060	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md	knowledge/Lifestyle/台灣海關報關制度與EZWAY.md:618	reused-regression; upstream role not encoded in this TSV
0362c7c03520b38bf860c5f46aac42a5f58f83da742c258a4155c2967c098952	chinese	zh-essay	essay	half	zishi	docs/language-contract-benchmark/inputs.tsv	1350	knowledge/Culture/台灣華語的演化.md	knowledge/Culture/台灣華語的演化.md:145	reused-regression; upstream role not encoded in this TSV
03cd8f832048760190f19848329db608e5509ce9a8ae3526dbe178a073b7b7f6	chinese	zh-essay	essay	half	liang	docs/language-contract-benchmark/inputs.tsv	2475	knowledge/Nature/特有種.md	knowledge/Nature/特有種.md:34	reused-regression; upstream role not encoded in this TSV
049288ef8195a35f873c1b1a8dcc11e08d6184e8a52554bbb9e77ba84da3a2bc	chinese	zh-essay	essay	half	meiguoyuan	docs/language-contract-benchmark/inputs.tsv	1975	knowledge/History/高雄加工出口區.md	knowledge/History/高雄加工出口區.md:38	reused-regression; upstream role not encoded in this TSV
04f169feb3a2662b79bf7fe0d0bccc7e332fad5b7d2d39a03ec8f5bee1be9685	chinese	zh-essay	essay	half	cheng	docs/language-contract-benchmark/inputs.tsv	3060	knowledge/Technology/均一教育平台.md	knowledge/Technology/均一教育平台.md:460	reused-regression; upstream role not encoded in this TSV
0549df7bdf60dcd1c33556fa85606513797e6b0f3349f53bc1cafca88efd17a8	chinese	zh-essay	essay	half	zhengfuguih	docs/language-contract-benchmark/inputs.tsv	1985	knowledge/History/高雄加工出口區.md	knowledge/History/高雄加工出口區.md:264	reused-regression; upstream role not encoded in this TSV
061a97a45b78c73b5d0a69967f8a998a6be261f7ea807648b3e499eeaa20da1a	chinese	zh-essay	essay	half	jin	docs/language-contract-benchmark/inputs.tsv	2855	knowledge/Society/手語視訊轉譯.md	knowledge/Society/手語視訊轉譯.md:231	reused-regression; upstream role not encoded in this TSV
0646203a70f6026892b5b8547f7fd660d9c030a100d2c2add886f4a49639341d	chinese	zh-essay	essay	half	aozho	docs/language-contract-benchmark/inputs.tsv	1525	knowledge/Economy/台灣國際貿易政策.md	knowledge/Economy/台灣國際貿易政策.md:151	reused-regression; upstream role not encoded in this TSV
0670c5453d46be782f077f69bc9f784fd98eb4d2756e1b1bd614415437820a59	chinese	zh-essay	essay	half	sifac	docs/language-contract-benchmark/inputs.tsv	2905	knowledge/Society/手語視訊轉譯.md	knowledge/Society/手語視訊轉譯.md:342	reused-regression; upstream role not encoded in this TSV
084e803ec6e7840b5306765f4a8a131f3a0e8eaa1dd43f0ccf6f0d0cd5f3e018	chinese	zh-essay	essay	half	jiaohua	docs/language-contract-benchmark/inputs.tsv	1915	knowledge/History/台灣漁業起源.md	knowledge/History/台灣漁業起源.md:173	reused-regression; upstream role not encoded in this TSV
087db2ac323fdf5f6ca5deba23c5229eaa9e320a1c59024fd237b726be584541	chinese	zh-essay	essay	half	tat	docs/language-contract-benchmark/inputs.tsv	2575	knowledge/People/蕭敬騰.md	knowledge/People/蕭敬騰.md:121	reused-regression; upstream role not encoded in this TSV
089df78a9768ab1268ef23b74660e9feca3845fe09e09e24388ac2ff0a890fc8	chinese	zh-essay	essay	half	jiaoyinjinrongkongg	docs/language-contract-benchmark/inputs.tsv	1420	knowledge/Economy/台灣企業：兆豐金控.md	knowledge/Economy/台灣企業：兆豐金控.md:12	reused-regression; upstream role not encoded in this TSV
0130b42425ef65c902e718e20c7ee41ad2a4a799991561069b4dd90d2d43238f	chinese	zh-essay	essay	initials	sbmyezj	docs/language-contract-benchmark/inputs.tsv	1536	knowledge/Economy/台灣國際貿易政策.md	knowledge/Economy/台灣國際貿易政策.md:158	reused-regression; upstream role not encoded in this TSV
0150a12b9b6862119af51a7c7ce6686c2c1c4a8f38d3fe4e26916720c9aa7edf	chinese	zh-essay	essay	initials	cf	docs/language-contract-benchmark/inputs.tsv	1471	knowledge/Economy/台灣企業：兆豐金控.md	knowledge/Economy/台灣企業：兆豐金控.md:61	reused-regression; upstream role not encoded in this TSV
01612d4c77afaa59cfdcf78809ce5c69f80953146402c51667d56432986ea601	chinese	zh-essay	essay	initials	bbfbysxc	docs/language-contract-benchmark/inputs.tsv	1256	knowledge/Culture/鄒族戰祭.md	knowledge/Culture/鄒族戰祭.md:255	reused-regression; upstream role not encoded in this TSV
01fc81dbee4cfeee56417e5d0f0366b03c7f477a64aa49edf4e05db0f332f04d	chinese	zh-essay	essay	initials	ytwcswwyjzzw	docs/language-contract-benchmark/inputs.tsv	2446	knowledge/Nature/特有種.md	knowledge/Nature/特有種.md:58	reused-regression; upstream role not encoded in this TSV
025d47510e1693c5856652f4346ed722c5a59bf98dd1305f2b512fb85bec848a	chinese	zh-essay	essay	initials	jrsyn	docs/language-contract-benchmark/inputs.tsv	1641	knowledge/Food/大腸包小腸.md	knowledge/Food/大腸包小腸.md:144	reused-regression; upstream role not encoded in this TSV
028ed91331cf3cc336972aaa5ab458b5a347da4809fb67841b8e9d1d9aa34ed2	chinese	zh-essay	essay	initials	dssl	docs/language-contract-benchmark/inputs.tsv	2786	knowledge/Politics/九合一選舉是什麼.md	knowledge/Politics/九合一選舉是什麼.md:197	reused-regression; upstream role not encoded in this TSV
035ff69865fd8a6d2a86099764a220886279964e490290043a6ea51c1514e968	chinese	zh-essay	essay	initials	yrbtclcyhkzl	docs/language-contract-benchmark/inputs.tsv	1941	knowledge/History/台灣漁業起源.md	knowledge/History/台灣漁業起源.md:361	reused-regression; upstream role not encoded in this TSV
03e0b277e348f608a93fd6b12f4b8c2532d2eafe700996f2e70b0d736089f5ad	chinese	zh-essay	essay	initials	yjsjn	docs/language-contract-benchmark/inputs.tsv	1376	knowledge/Culture/台灣華語的演化.md	knowledge/Culture/台灣華語的演化.md:161	reused-regression; upstream role not encoded in this TSV
056e898c40217f4061bd9283169535f667cde7a47bd688760bcee5f7301ea27f	chinese	zh-essay	essay	initials	zdbmytxzzsgf	docs/language-contract-benchmark/inputs.tsv	1486	knowledge/Economy/台灣國際貿易政策.md	knowledge/Economy/台灣國際貿易政策.md:76	reused-regression; upstream role not encoded in this TSV
06409a7324faf3e85e868b7d8913ce5033925bcd742fe86694bed912ccf1b85a	chinese	zh-essay	essay	initials	xb	docs/language-contract-benchmark/inputs.tsv	2761	knowledge/Politics/九合一選舉是什麼.md	knowledge/Politics/九合一選舉是什麼.md:27	reused-regression; upstream role not encoded in this TSV
064e5b225c039f83dde2075e9eee21e93ba5f1164e82956510ebd08d2a209fdf	chinese	zh-essay	essay	initials	tshf	docs/language-contract-benchmark/inputs.tsv	1146	knowledge/Art/鶯歌陶瓷博物館.md	knowledge/Art/鶯歌陶瓷博物館.md:123	reused-regression; upstream role not encoded in this TSV
0677fc7dc446b16ca80063e861ef8e11715a5f5b2cfd868ff268e4a6391b1c12	chinese	zh-essay	essay	initials	jhy	docs/language-contract-benchmark/inputs.tsv	2821	knowledge/Politics/九合一選舉是什麼.md	knowledge/Politics/九合一選舉是什麼.md:7	reused-regression; upstream role not encoded in this TSV
06a575085f23c03d185963c7d5a4a81e8dd55a182e9d09b036fd9f0865d51447	chinese	zh-essay	essay	initials	dwllc	docs/language-contract-benchmark/inputs.tsv	1371	knowledge/Culture/台灣華語的演化.md	knowledge/Culture/台灣華語的演化.md:295	reused-regression; upstream role not encoded in this TSV
